resizing_size,neurons_1,neurons_2,neurons_3,dropout_rate,activation,train_loss,train_acc,es_loss,es_acc,val_loss,val_acc
8,512,256,,0.0,relu,1.0009194612503052,0.6419270634651184,1.447959303855896,0.5,1.4876513481140137,0.46484375
8,512,256,,0.0,tanh,0.6410459876060486,0.8033854365348816,1.4564248323440552,0.44140625,1.5238473415374756,0.4296875
8,512,256,,0.2,relu,0.9955262541770935,0.6731770634651184,1.4529688358306885,0.46875,1.5296645164489746,0.40625
8,512,256,,0.2,tanh,0.8940744996070862,0.7096354365348816,1.4510552883148193,0.4921875,1.4856806993484497,0.46484375
8,512,256,,0.4,relu,1.446588397026062,0.46484375,1.5793125629425049,0.3828125,1.6403717994689941,0.375
8,512,256,,0.4,tanh,1.3782521486282349,0.5130208134651184,1.5720741748809814,0.41796875,1.5687713623046875,0.41796875
8,512,256,128.0,0.0,relu,1.1669987440109253,0.5729166865348816,1.4947147369384766,0.42578125,1.4744994640350342,0.4375
8,512,256,128.0,0.0,tanh,0.6125637292861938,0.8359375,1.447557806968689,0.51953125,1.5727875232696533,0.43359375
8,512,256,128.0,0.2,relu,1.0266718864440918,0.6627604365348816,1.4678161144256592,0.45703125,1.5382554531097412,0.4296875
8,512,256,128.0,0.2,tanh,1.11021888256073,0.6380208134651184,1.5040398836135864,0.48046875,1.5144727230072021,0.44140625
8,512,256,128.0,0.4,relu,1.4747601747512817,0.44921875,1.618189811706543,0.40234375,1.6325998306274414,0.40234375
8,512,256,128.0,0.4,tanh,1.372517704963684,0.5,1.5768110752105713,0.41796875,1.5780235528945923,0.40625
8,512,256,256.0,0.0,relu,1.0615953207015991,0.6015625,1.460347294807434,0.44921875,1.4997538328170776,0.44921875
8,512,256,256.0,0.0,tanh,0.78264981508255,0.7513020634651184,1.4727293252944946,0.4609375,1.534785270690918,0.39453125
8,512,256,256.0,0.2,relu,1.023668646812439,0.6796875,1.4984207153320312,0.4609375,1.605941653251648,0.4140625
8,512,256,256.0,0.2,tanh,1.185699701309204,0.5963541865348816,1.502003788948059,0.45703125,1.5127356052398682,0.4453125
8,512,256,256.0,0.4,relu,1.3913058042526245,0.51171875,1.5966072082519531,0.36328125,1.6522173881530762,0.37109375
8,512,256,256.0,0.4,tanh,1.3507471084594727,0.5208333134651184,1.568999171257019,0.4296875,1.5706437826156616,0.4296875
8,512,512,,0.0,relu,1.047057867050171,0.625,1.4719867706298828,0.4765625,1.458832859992981,0.43359375
8,512,512,,0.0,tanh,0.9125820994377136,0.6861979365348816,1.46256685256958,0.44140625,1.5315141677856445,0.4453125
8,512,512,,0.2,relu,1.2310394048690796,0.5859375,1.4694879055023193,0.46875,1.5761981010437012,0.40234375
8,512,512,,0.2,tanh,1.0911885499954224,0.6263020634651184,1.460628628730774,0.4609375,1.4922443628311157,0.4375
8,512,512,,0.4,relu,1.2912415266036987,0.5286458134651184,1.5887622833251953,0.37890625,1.6931276321411133,0.3828125
8,512,512,,0.4,tanh,1.3395479917526245,0.53125,1.537803292274475,0.421875,1.562056303024292,0.4375
8,512,512,128.0,0.0,relu,1.172183871269226,0.5794270634651184,1.5006780624389648,0.4296875,1.5046344995498657,0.4375
8,512,512,128.0,0.0,tanh,0.692398726940155,0.7877604365348816,1.4494447708129883,0.47265625,1.5278215408325195,0.4140625
8,512,512,128.0,0.2,relu,1.2423570156097412,0.5559895634651184,1.5141633749008179,0.4296875,1.5440858602523804,0.3984375
8,512,512,128.0,0.2,tanh,1.0566343069076538,0.640625,1.497707724571228,0.48046875,1.5019910335540771,0.44140625
8,512,512,128.0,0.4,relu,1.433671474456787,0.4973958432674408,1.6009869575500488,0.4375,1.621397852897644,0.38671875
8,512,512,128.0,0.4,tanh,1.3900179862976074,0.5091145634651184,1.5606083869934082,0.4140625,1.54365074634552,0.421875
8,512,512,256.0,0.0,relu,0.975182294845581,0.6640625,1.5388612747192383,0.4296875,1.5583240985870361,0.40234375
8,512,512,256.0,0.0,tanh,0.6421136260032654,0.7942708134651184,1.441868782043457,0.48046875,1.5354275703430176,0.4375
8,512,512,256.0,0.2,relu,1.1093569993972778,0.6184895634651184,1.4830721616744995,0.453125,1.5886342525482178,0.39453125
8,512,512,256.0,0.2,tanh,0.9371499419212341,0.7083333134651184,1.48244309425354,0.46875,1.5095009803771973,0.41796875
8,512,512,256.0,0.4,relu,1.4260053634643555,0.50390625,1.6087106466293335,0.390625,1.6581034660339355,0.36328125
8,512,512,256.0,0.4,tanh,1.3213157653808594,0.5364583134651184,1.5647672414779663,0.4375,1.5653825998306274,0.4375
8,1024,256,,0.0,relu,1.145707368850708,0.5924479365348816,1.4678444862365723,0.44921875,1.4765657186508179,0.453125
8,1024,256,,0.0,tanh,1.0316734313964844,0.64453125,1.48245108127594,0.44140625,1.468550205230713,0.45703125
8,1024,256,,0.2,relu,1.211334228515625,0.58203125,1.4561189413070679,0.4765625,1.5273737907409668,0.421875
8,1024,256,,0.2,tanh,0.8245136141777039,0.76171875,1.4728859663009644,0.453125,1.5003662109375,0.42578125
8,1024,256,,0.4,relu,1.3897002935409546,0.5390625,1.5483430624008179,0.43359375,1.6197162866592407,0.42578125
8,1024,256,,0.4,tanh,1.3166894912719727,0.5481770634651184,1.5445373058319092,0.421875,1.5557223558425903,0.4453125
8,1024,256,128.0,0.0,relu,1.1322457790374756,0.59375,1.4946024417877197,0.4609375,1.5233675241470337,0.41796875
8,1024,256,128.0,0.0,tanh,0.7083031535148621,0.77734375,1.4608066082000732,0.45703125,1.542226791381836,0.421875
8,1024,256,128.0,0.2,relu,0.9692160487174988,0.6770833134651184,1.484549880027771,0.46875,1.5598983764648438,0.4140625
8,1024,256,128.0,0.2,tanh,1.0599874258041382,0.6419270634651184,1.4896100759506226,0.46875,1.5342119932174683,0.4140625
8,1024,256,128.0,0.4,relu,1.4577490091323853,0.4778645932674408,1.5931318998336792,0.44921875,1.6345345973968506,0.39453125
8,1024,256,128.0,0.4,tanh,1.367419719696045,0.5130208134651184,1.5787475109100342,0.41796875,1.5809661149978638,0.3984375
8,1024,256,256.0,0.0,relu,1.109465479850769,0.5833333134651184,1.4902423620224,0.4375,1.506883144378662,0.4375
8,1024,256,256.0,0.0,tanh,0.6907970309257507,0.7799479365348816,1.4249327182769775,0.4765625,1.4809664487838745,0.42578125
8,1024,256,256.0,0.2,relu,1.2091727256774902,0.5611979365348816,1.4834885597229004,0.40625,1.5677417516708374,0.41015625
8,1024,256,256.0,0.2,tanh,0.8681575655937195,0.72265625,1.4666205644607544,0.4765625,1.5424742698669434,0.43359375
8,1024,256,256.0,0.4,relu,1.422879695892334,0.5026041865348816,1.5890560150146484,0.3984375,1.6160701513290405,0.39453125
8,1024,256,256.0,0.4,tanh,1.3572150468826294,0.51953125,1.556776762008667,0.42578125,1.550350546836853,0.45703125
8,1024,512,,0.0,relu,0.9156970977783203,0.6744791865348816,1.4820263385772705,0.453125,1.5338823795318604,0.43359375
8,1024,512,,0.0,tanh,0.8521814942359924,0.71875,1.4467333555221558,0.4765625,1.4891228675842285,0.453125
8,1024,512,,0.2,relu,1.0392783880233765,0.6588541865348816,1.483596682548523,0.453125,1.592389464378357,0.421875
8,1024,512,,0.2,tanh,0.9565625190734863,0.6966145634651184,1.4796993732452393,0.44921875,1.4941391944885254,0.44921875
8,1024,512,,0.4,relu,1.3805290460586548,0.55859375,1.5638130903244019,0.453125,1.6259220838546753,0.421875
8,1024,512,,0.4,tanh,1.2902544736862183,0.5481770634651184,1.5342307090759277,0.453125,1.5796622037887573,0.421875
8,1024,512,128.0,0.0,relu,1.0563502311706543,0.62109375,1.4570081233978271,0.4765625,1.492243766784668,0.41796875
8,1024,512,128.0,0.0,tanh,0.5983572602272034,0.8359375,1.457552194595337,0.47265625,1.5410596132278442,0.43359375
8,1024,512,128.0,0.2,relu,1.2267035245895386,0.5638020634651184,1.4853571653366089,0.453125,1.5704994201660156,0.41015625
8,1024,512,128.0,0.2,tanh,1.1260265111923218,0.6197916865348816,1.458382248878479,0.4609375,1.5054584741592407,0.44921875
8,1024,512,128.0,0.4,relu,1.4258742332458496,0.5078125,1.5849376916885376,0.4296875,1.6465437412261963,0.3828125
8,1024,512,128.0,0.4,tanh,1.340039610862732,0.5247395634651184,1.5904080867767334,0.40234375,1.584274172782898,0.43359375
8,1024,512,256.0,0.0,relu,1.024633526802063,0.6419270634651184,1.5298696756362915,0.43359375,1.5337551832199097,0.41015625
8,1024,512,256.0,0.0,tanh,0.5733717083930969,0.8463541865348816,1.435206651687622,0.4921875,1.5436981916427612,0.42578125
8,1024,512,256.0,0.2,relu,1.2200498580932617,0.5455729365348816,1.5062718391418457,0.43359375,1.5694893598556519,0.42578125
8,1024,512,256.0,0.2,tanh,1.0216072797775269,0.6549479365348816,1.4957956075668335,0.46875,1.5490115880966187,0.4140625
8,1024,512,256.0,0.4,relu,1.426597237586975,0.51953125,1.5670182704925537,0.4375,1.6434366703033447,0.3671875
8,1024,512,256.0,0.4,tanh,1.2975391149520874,0.5416666865348816,1.5558311939239502,0.43359375,1.566523551940918,0.41796875
16,512,256,,0.0,relu,1.1635931730270386,0.5885416865348816,1.5151264667510986,0.4609375,1.4636485576629639,0.4453125
16,512,256,,0.0,tanh,1.15632164478302,0.5872395634651184,1.4883016347885132,0.47265625,1.4250026941299438,0.48828125
16,512,256,,0.2,relu,0.8348780274391174,0.7356770634651184,1.4787180423736572,0.484375,1.511941909790039,0.43359375
16,512,256,,0.2,tanh,0.8588876724243164,0.7239583134651184,1.444493055343628,0.45703125,1.4113777875900269,0.48046875
16,512,256,,0.4,relu,1.0882822275161743,0.65625,1.4705328941345215,0.46484375,1.5101103782653809,0.4296875
16,512,256,,0.4,tanh,1.1856006383895874,0.6002604365348816,1.4698567390441895,0.484375,1.459350824356079,0.47265625
16,512,256,128.0,0.0,relu,1.0233774185180664,0.625,1.538055181503296,0.46484375,1.6113855838775635,0.4375
16,512,256,128.0,0.0,tanh,0.8449592590332031,0.7161458134651184,1.5326778888702393,0.453125,1.4959173202514648,0.48046875
16,512,256,128.0,0.2,relu,0.9318301677703857,0.69921875,1.4979183673858643,0.48828125,1.5772242546081543,0.45703125
16,512,256,128.0,0.2,tanh,0.9602037072181702,0.6744791865348816,1.447340488433838,0.45703125,1.4680414199829102,0.4453125
16,512,256,128.0,0.4,relu,1.1946027278900146,0.5924479365348816,1.4837960004806519,0.49609375,1.5490223169326782,0.37109375
16,512,256,128.0,0.4,tanh,1.220932126045227,0.5677083134651184,1.4848450422286987,0.4453125,1.4566104412078857,0.44921875
16,512,256,256.0,0.0,relu,1.1403733491897583,0.5807291865348816,1.5298070907592773,0.44140625,1.4913135766983032,0.4296875
16,512,256,256.0,0.0,tanh,1.166681170463562,0.5755208134651184,1.5244014263153076,0.453125,1.4367655515670776,0.44921875
16,512,256,256.0,0.2,relu,0.97185879945755,0.6705729365348816,1.5020748376846313,0.4453125,1.5818586349487305,0.4296875
16,512,256,256.0,0.2,tanh,0.7524421215057373,0.7786458134651184,1.472235918045044,0.4375,1.504479169845581,0.46875
16,512,256,256.0,0.4,relu,1.1260347366333008,0.5924479365348816,1.589097499847412,0.43359375,1.6508026123046875,0.36328125
16,512,256,256.0,0.4,tanh,1.1972798109054565,0.5885416865348816,1.4613460302352905,0.46875,1.4640744924545288,0.47265625
16,512,512,,0.0,relu,0.7454070448875427,0.7447916865348816,1.5189604759216309,0.45703125,1.540629267692566,0.45703125
16,512,512,,0.0,tanh,1.0805033445358276,0.6171875,1.5707457065582275,0.42578125,1.5395060777664185,0.46484375
16,512,512,,0.2,relu,1.0430063009262085,0.6484375,1.4938398599624634,0.4609375,1.5047849416732788,0.4375
16,512,512,,0.2,tanh,0.9152875542640686,0.7096354365348816,1.475045919418335,0.4296875,1.461181640625,0.453125
16,512,512,,0.4,relu,1.0890088081359863,0.6640625,1.4775203466415405,0.46875,1.5388858318328857,0.421875
16,512,512,,0.4,tanh,1.1612358093261719,0.6276041865348816,1.4670848846435547,0.4609375,1.479222059249878,0.453125
16,512,512,128.0,0.0,relu,1.1564936637878418,0.5807291865348816,1.521636962890625,0.4453125,1.4695498943328857,0.44921875
16,512,512,128.0,0.0,tanh,1.0456379652023315,0.6106770634651184,1.5659677982330322,0.48046875,1.5921227931976318,0.43359375
16,512,512,128.0,0.2,relu,1.0619953870773315,0.65625,1.461959719657898,0.48828125,1.5540409088134766,0.41015625
16,512,512,128.0,0.2,tanh,1.1397485733032227,0.6015625,1.460416555404663,0.46484375,1.481836199760437,0.4453125
16,512,512,128.0,0.4,relu,1.204175591468811,0.5859375,1.5221669673919678,0.46484375,1.590218424797058,0.3828125
16,512,512,128.0,0.4,tanh,1.1947340965270996,0.5833333134651184,1.4522778987884521,0.484375,1.4458469152450562,0.484375
16,512,512,256.0,0.0,relu,1.0406672954559326,0.6354166865348816,1.4504427909851074,0.48828125,1.462899923324585,0.46484375
16,512,512,256.0,0.0,tanh,1.157874345779419,0.5963541865348816,1.51445734500885,0.4609375,1.5308750867843628,0.44921875
16,512,512,256.0,0.2,relu,0.7121262550354004,0.76171875,1.4439172744750977,0.5078125,1.6153206825256348,0.4375
16,512,512,256.0,0.2,tanh,0.9620545506477356,0.68359375,1.4747223854064941,0.45703125,1.4848037958145142,0.46875
16,512,512,256.0,0.4,relu,1.2874714136123657,0.5416666865348816,1.5416721105575562,0.4296875,1.5424771308898926,0.4140625
16,512,512,256.0,0.4,tanh,1.1732605695724487,0.6080729365348816,1.4456003904342651,0.484375,1.4492287635803223,0.45703125
16,1024,256,,0.0,relu,1.0047746896743774,0.6705729365348816,1.501737356185913,0.4609375,1.490640640258789,0.42578125
16,1024,256,,0.0,tanh,0.9639825224876404,0.67578125,1.5207526683807373,0.484375,1.4780216217041016,0.48828125
16,1024,256,,0.2,relu,0.9393129348754883,0.6940104365348816,1.4965955018997192,0.4609375,1.4877724647521973,0.48828125
16,1024,256,,0.2,tanh,1.0560258626937866,0.6536458134651184,1.47284996509552,0.4375,1.4800013303756714,0.47265625
16,1024,256,,0.4,relu,1.2064810991287231,0.61328125,1.492260456085205,0.48828125,1.554668664932251,0.40625
16,1024,256,,0.4,tanh,1.2831934690475464,0.5625,1.506102204322815,0.4609375,1.4737797975540161,0.4765625
16,1024,256,128.0,0.0,relu,0.7871859669685364,0.7317708134651184,1.5353286266326904,0.50390625,1.557373046875,0.48046875
16,1024,256,128.0,0.0,tanh,1.1539894342422485,0.5546875,1.565610408782959,0.4375,1.525313138961792,0.44140625
16,1024,256,128.0,0.2,relu,0.9632528424263,0.6783854365348816,1.458181381225586,0.484375,1.5745347738265991,0.44140625
16,1024,256,128.0,0.2,tanh,0.9853851199150085,0.67578125,1.4421807527542114,0.50390625,1.4672497510910034,0.453125
16,1024,256,128.0,0.4,relu,1.2182481288909912,0.5989583134651184,1.527719497680664,0.44921875,1.5715913772583008,0.421875
16,1024,256,128.0,0.4,tanh,1.1184659004211426,0.6158854365348816,1.4798486232757568,0.44140625,1.4737392663955688,0.46484375
16,1024,256,256.0,0.0,relu,1.2043274641036987,0.5638020634651184,1.536609411239624,0.44921875,1.5374516248703003,0.44140625
16,1024,256,256.0,0.0,tanh,1.2648845911026,0.5377604365348816,1.5728998184204102,0.41796875,1.5095131397247314,0.4609375
16,1024,256,256.0,0.2,relu,0.8647957444190979,0.7278645634651184,1.4764902591705322,0.4765625,1.5291621685028076,0.44921875
16,1024,256,256.0,0.2,tanh,1.0249360799789429,0.6276041865348816,1.4689490795135498,0.453125,1.4663517475128174,0.4296875
16,1024,256,256.0,0.4,relu,1.2396862506866455,0.59765625,1.509189248085022,0.4453125,1.534151315689087,0.4375
16,1024,256,256.0,0.4,tanh,1.1943978071212769,0.58203125,1.475314974784851,0.46875,1.4557709693908691,0.45703125
16,1024,512,,0.0,relu,1.202551007270813,0.5859375,1.5577256679534912,0.43359375,1.5227491855621338,0.42578125
16,1024,512,,0.0,tanh,1.1142975091934204,0.59765625,1.5442887544631958,0.45703125,1.5148524045944214,0.46875
16,1024,512,,0.2,relu,0.8003349304199219,0.7578125,1.4843915700912476,0.51171875,1.5539987087249756,0.421875
16,1024,512,,0.2,tanh,1.086882472038269,0.6380208134651184,1.4807122945785522,0.46875,1.4585795402526855,0.484375
16,1024,512,,0.4,relu,0.9719336032867432,0.6861979365348816,1.4600141048431396,0.4609375,1.5275993347167969,0.421875
16,1024,512,,0.4,tanh,0.932178795337677,0.70703125,1.5160305500030518,0.453125,1.4968292713165283,0.41796875
16,1024,512,128.0,0.0,relu,1.1826170682907104,0.5755208134651184,1.5223547220230103,0.453125,1.5064831972122192,0.45703125
16,1024,512,128.0,0.0,tanh,0.8443260788917542,0.7161458134651184,1.5621671676635742,0.4453125,1.5424907207489014,0.48828125
16,1024,512,128.0,0.2,relu,1.0260134935379028,0.6653645634651184,1.505259394645691,0.47265625,1.5854476690292358,0.42578125
16,1024,512,128.0,0.2,tanh,0.867987334728241,0.7317708134651184,1.4717944860458374,0.4609375,1.4819347858428955,0.44140625
16,1024,512,128.0,0.4,relu,1.036359190940857,0.6614583134651184,1.5704014301300049,0.44921875,1.6254358291625977,0.4140625
16,1024,512,128.0,0.4,tanh,1.2196953296661377,0.5794270634651184,1.4769657850265503,0.4453125,1.465064287185669,0.4765625
16,1024,512,256.0,0.0,relu,1.187468409538269,0.5677083134651184,1.5277092456817627,0.4453125,1.5732594728469849,0.421875
16,1024,512,256.0,0.0,tanh,0.6680135130882263,0.7760416865348816,1.547372817993164,0.5,1.5888009071350098,0.4375
16,1024,512,256.0,0.2,relu,1.031041145324707,0.6419270634651184,1.4923007488250732,0.4609375,1.5554255247116089,0.4296875
16,1024,512,256.0,0.2,tanh,0.9662993550300598,0.6575520634651184,1.4872487783432007,0.4375,1.4282140731811523,0.46484375
16,1024,512,256.0,0.4,relu,1.1150610446929932,0.6171875,1.5160372257232666,0.484375,1.6098477840423584,0.40234375
16,1024,512,256.0,0.4,tanh,1.17447030544281,0.6015625,1.4523065090179443,0.48046875,1.4776649475097656,0.46484375
